time,date,,News Headlines
2.41 pm , 23-08-2017,Moneycontrol.com,Infosys board vs NRN Murthy: A look at all that has happened since Vishal Sikka's resignation  
2.15 pm , 23-08-2017,Moneycontrol.com,Clamour gets louder for Nandan Nilekani to return to Infosys  here’s how D-Street reacted 
1.21 pm , 23-08-2017,PTI,'Murthy's criticism not that of entire Infosys promoter group'  
12.31 pm , 23-08-2017,Moneycontrol.com,Nandan Nilekani likely to return as Infosys head: Sources  
10.02 am , 23-08-2017,CNBC-TV18,Global prices of metal commodities resulted in uptick of metals: Jaspal Bindra  
8.55 am , 23-08-2017,PTI,"Infosys will 'stay the course', interim CEO assures staffers  "
7.43 pm , 22-08-2017,PTI,"Now, Infosys slips out of top 10 BSE m-cap list  "
5.30 pm , 22-08-2017,CNBC-TV18,Sikka exits: What next for Infosys?  
5.09 pm , 22-08-2017,PTI,Infy should've raised buyback size to boost confidence: Bala  
1.58 pm , 22-08-2017,CNBC-TV18,"Without change, Infosys will become irrelevant: Management Guru Vijay Govindarajan  "
11.53 am , 22-08-2017,CNBC-TV18,"Look for stocks through bottom-up approach, says Kashyap Pujara  "
11.24 am , 22-08-2017,Moneycontrol.com,"Former Infosys board member slams Murthy, sides with Sikka in open letter  "
8.53 pm , 21-08-2017,PTI,"Infy chairman, co-chair must step down before CEO search: Bala  "
6.01 pm , 21-08-2017,CNBC-TV18,US law firms filing class action suit won’t impact buyback: V Balakrishnan  
3.36 pm , 21-08-2017,CNBC-TV18,Infosys announces share buyback: Here's how experts view it  
1.46 pm , 21-08-2017,CNBC-TV18,"Margin will be in double-digit by end of year, says Tech Mahindra  "
9.36 am , 21-08-2017,CNBC-TV18,Investors don't like volatility at Infosys' top leadership: Moshe Katri  
8.59 am , 21-08-2017,Moneycontrol.com,"Infosys tanks 5%, hits fresh 52-week low post Sikka’s exit; brokerages not upbeat on stock  "
12.10 pm , 28-08-2017,CNBC-TV18,Client & Employee exit will diminish with Nandan's return at Infy: Edelweiss Financial  
11.23 am , 28-08-2017,CNBC-TV18,"Buy Infosys, Bajaj Finserv, Karnataka Bank, Pidilite Industries: VK Sharma  "
10.59 am , 28-08-2017,CNBC-TV18,"Infosys may remain under pressure in near term, says Girish Pai  "
10.47 am , 28-08-2017,CNBC-TV18,"Buy, Sell, Hold: 3 stocks on analysts’ radar today  "
9.33 am , 28-08-2017,Moneycontrol.com,Infosys: Outcome of board meeting  
12.56 pm , 27-08-2017,PTI,"Away from boardroom blues, Infoscions focus on 'next big idea'  "
12.15 pm , 27-08-2017,PTI,"Nandan Nilekani must stay at Infy for 2-3 yrs, Ravi needs to go: Balakrishnan  "
10.36 am , 25-08-2017,Moneycontrol.com,Revealed: Here’s what happened at Infosys Board meeting that brought back Nilekani  
9.25 am , 25-08-2017,Moneycontrol.com,Infosys rose 36% CAGR under Nilekani's stint in 2002-07  Is the golden period back? 
9.23 pm , 24-08-2017,Moneycontrol.com,Nandan Nilekani returns as Chairman of Infosys: Read the full company statement  
9.05 pm , 24-08-2017,CNBC-TV18,"Resigning was one of the hardest decisions, but had to be done, says Vishal Sikka  "
5.32 pm , 24-08-2017,Moneycontrol.com,"Saas, bahu and Nilekani: Infosys soap needs a happy ending  "
11.48 am , 24-08-2017,Moneycontrol.com,Infosys invites Arundhati Bhattacharya to join its board: Report  
9.53 am , 24-08-2017,CNBC-TV18,Have neutral stance on Infosys: Moshe Katri  
8.45 am , 24-08-2017,PTI,Sebi to look afresh into governance-related complaints at Infosys  
9.06 pm , 23-08-2017,CNBC-TV18,Infosys paying price for ignoring basics of corporate governance: SEBI ex-chief Damodaran  
8.57 pm , 23-08-2017,CNBC-TV18,Big Deal: The IPO boom!  
5.45 pm , 23-08-2017,CNBC-TV18,Nandan's return to Infosys will steady the ship: V Balakrishnan  
3.15 pm , 23-08-2017,Moneycontrol.com,Nandan Nilekani: A profile of the man who's a true technocrat  
3.15 pm , 23-08-2017,PTI,V Balakrishnan bats for Nilekani as chairman of Infosys  
6.43 pm , 07-09-2017,CNBC-TV18,Infosys board rejig may necessitate an open offer: SES  
12.02 pm , 07-09-2017,PTI,Infosys opens office in Amsterdam  
4.03 pm , 06-09-2017,PTI,Infosys delays Q2 earnings announcement to October 24  
10.34 pm , 05-09-2017,Moneycontrol.com,"Infosys delays Q2 results announcement to Oct 24, board to meet on Oct 23-24  "
7.06 pm , 05-09-2017,Moneycontrol.com,"HCL Tech, Johns Hopkins University working on project to stem spread of Zika virus  "
12.49 pm , 05-09-2017,Moneycontrol.com,"Infosys - Board to consider Q2 results & Interim Dividend on October 24, 2017  "
10.03 am , 04-09-2017,Moneycontrol.com,SEBI may bar auditors if past reports not up to the mark  
4.00 pm , 02-09-2017,PTI,Infosys seeks shareholder nod for Pravin Rao's appointment as MD  
8.19 am , 02-09-2017,CNBC-TV18,"IT may offer some tactical trading opportunities, stay away from pharma: BNP Paribas  "
6.36 pm , 01-09-2017,PTI,Engaging with shareholders on governance standards: Infosys  
3.03 pm , 30-08-2017,PTI,Infosys founders taking part in buyback not to send wrong  
1.58 pm , 30-08-2017,PTI,Infosys to submit plan after land registration completion  
7.47 am , 30-08-2017,CNBC-TV18,"Infosys saga: Pleased that Nandan Nilekani is back, says NRN Murthy  "
4.30 pm , 29-08-2017,Moneycontrol.com,How cultural fault lines undermined the attempt to build a new Infosys  
3.59 pm , 29-08-2017,PTI,Education system in India should be totally autonomous: Narayana Murthy  
1.24 pm , 29-08-2017,Moneycontrol.com,Promoters wanting to participate in Infosys buyback sends the wrong signal  
8.46 am , 29-08-2017,PTI,"Founders may sell some stake through Rs 13,000 cr Infosys buyback  "
8.41 pm , 28-08-2017,Moneycontrol.com,Infosys says some of its promoters intend to participate in share buyback  
1.41 pm , 28-08-2017,PTI,Kiran Mazumdar-Shaw backs Ravi Venkatesan  
1.38 pm , 28-08-2017,CNBC-TV18,"Infosys may correct 2-3% post buyback, say experts; advise wait and watch approach  "
4.32 pm , 24-10-2017,Moneycontrol.com,"Panaya deal given clean chit, ex-CFO severance could’ve been handled better: Infy Board  "
2.59 pm , 23-10-2017,PTI,"2018 will be a better year for Indian IT, say industry figures  "
10.01 am , 17-10-2017,Moneycontrol.com,"Infosys to announce Q2 results on October 24, 2017  "
8.15 am , 11-10-2017,Moneycontrol.com,"Infosys' Rs 13k cr buyback: Good time to buy with up to 25-30% return, says HDFC Sec  "
10.51 pm , 09-10-2017,PTI,"Infosys fixes Nov 1 as record date for Rs 13,000-cr buyback  "
3.58 pm , 04-10-2017,PTI,"Infosys bags deal from KONE, to set up Helsinki design centre  "
4.51 pm , 25-09-2017,Moneycontrol.com,Buybacks in small and midcap companies under taxman’s lens: Sources  
3.31 pm , 25-09-2017,CNBC-TV18,"Remain invested in Infosys, says Gaurang Shah  "
3.29 pm , 25-09-2017,CNBC-TV18,Buy Infosys at around Rs 800-850: Prakash Gaba  
2.14 pm , 22-09-2017,Moneycontrol.com,Infosys Finacle partners with ToneTag  
11.51 am , 19-09-2017,Moneycontrol.com,Infosys clarifies on Senior VP Sanjay Rajagopalan's exit from company  
10.16 am , 18-09-2017,PTI,Infosys Senior VP Sanjay Rajagopalan quits  
4.01 pm , 15-09-2017,CNBC-TV18,"Buy Infosys, Allahabad Bank: Mitessh Thakkar  "
10.07 pm , 12-09-2017,Moneycontrol.com,"Infosys opens centre in North Carolina, to hire 2,000 Americans by 2021  "
3.07 pm , 11-09-2017,CNBC-TV18,"Add Infosys at around Rs 800, says Prakash Gaba  "
10.50 am , 11-09-2017,PTI,Infosys completes Brilliant Basics acquisition  
10.07 am , 11-09-2017,Moneycontrol.com,Infosys completes acquisition of Brilliant Basics  
2.10 pm , 10-09-2017,PTI,"Infosys to hire 6,000 engineers annually over next 2 years  "
10.13 pm , 08-09-2017,Moneycontrol.com,"Infosys to continue with strategy execution, no change in client demand: UB Pravin Rao  "
7.08 pm , 07-09-2017,Moneycontrol.com,Why buybacks are losing their magic touch  
5.17 pm , 02-12-2017,Moneycontrol.com,"5 things to know about Salil Parekh, Infosys' new CEO  "
7.03 am , 30-11-2017,Moneycontrol.com,"News highlights of the day: I-T dept conducts searches on K Raheja Group companies, including Shoppers Stop  "
10.24 pm , 27-11-2017,Moneycontrol.com,"Infosys to set up innovation hub in Rhode Island, hire 500 American workers  "
1.14 pm , 23-11-2017,CNBC-TV18,Pravin Rao likely to continue as Infosys CEO: Sources  
7.06 am , 23-11-2017,Moneycontrol.com,"News Live: Modi's government like Manmohan Desai's films, says Sitaram Yechury  "
10.27 am , 18-11-2017,Moneycontrol.com,Increase your return by changing weightage of stocks  Try Portfolio Optimisation 
8.48 am , 16-11-2017,PTI,"Nandan Nilekani, Bill Gates announce formation of 'Co-Impact'  "
4.23 pm , 15-11-2017,PTI,"All is well in Infosys, says Narayana Murthy  "
10.15 am , 08-11-2017,PTI,"Infosys to open innovation hubs in the US, Nilekani      "
7.03 am , 08-11-2017,Moneycontrol.com,"News as-it-happened: Jayant Sinha says Paradise Papers are ""completely bogus""  "
3.45 pm , 07-11-2017,Moneycontrol.com,"Infosys, Adecco Group redefine future of staffing  "
11.12 am , 07-11-2017,Moneycontrol.com,"BG Srinivas, Ashok Vemuri in race for Infosys CEO position: Report  "
1.48 pm , 03-11-2017,PTI,Infosys deploys more people in states to ease GSTN load  
10.10 am , 03-11-2017,Moneycontrol.com,Ashok Vemuri in contention for Infosys CEO role  Will he return to Infy? 
12.57 pm , 30-10-2017,CNBC-TV18,"Infosys buyback: October 30, last day to participate  "
12.27 pm , 27-10-2017,Moneycontrol.com,Infosys 'rationalises' employment contracts for top executives  
8.07 am , 25-10-2017,Moneycontrol.com,Infosys Q2 results: Focus shifts back to business  
10.23 pm , 24-10-2017,Moneycontrol.com,Nandan Nilekani says Infosys will focus on strategy execution going forward  
10.13 pm , 24-10-2017,Moneycontrol.com,"'Sadly, will no longer know the truth': Murthy says after Infosys issues corporate governance clean chit  "
8.02 pm , 24-10-2017,Moneycontrol.com,"Post Infosys results, praise for Vishal Sikka, questions for Murthy  "
3.37 pm , 14-12-2017,CNBC-TV18,"Exit Infosys, says Vijay Chopra  "
3.27 pm , 14-12-2017,CNBC-TV18,Book profits in Infosys: Rajat Bose  
11.54 am , 14-12-2017,PTI,Infosys to announce Q3 results on January 12  
7.13 am , 14-12-2017,Moneycontrol.com,"News Highlights: HDFC Bank to consider raising funds via QIP, share sale to HDFC  "
11.45 am , 11-12-2017,Moneycontrol.com,Infosys re-investigation found no wrongdoing in Rajiv Bansal severance pay case: Kiran Mazumdar-Shaw  
11.21 am , 11-12-2017,PTI,"Infosys severance pay plea: Matter of legality for SEBI, not emotions: Ex-CFO  "
7.21 am , 11-12-2017,Moneycontrol.com,News highlights of the day: New York mayor says explosion at bus terminal was attempted terror attack  
1.37 pm , 10-12-2017,PTI,"Infosys' settlement move with SEBI is fine, says former Infy CFO Mohandas Pai  "
2.27 pm , 08-12-2017,PTI,"N R Narayana Murthy's stand vindicated, so apologise to him: Pai tells Infosys  "
8.44 pm , 06-12-2017,Moneycontrol.com,Infosys submits settlement application with SEBI over Rajiv Bansal's severance pay  
10.18 am , 05-12-2017,CNBC-TV18,"Buy Infosys, Havells India, Mahanagar Gas, Bosch; sell Capital First:  Sudarshan Sukhani  "
9.39 am , 05-12-2017,Moneycontrol.com,Salil Parekh takes charge: Will he continue with Vishal Sikka's vision for Infosys?  
4.27 pm , 04-12-2017,PTI,Analysts hail appointment of Salil Parekh as Infosys' MD & CEO  
4.23 pm , 04-12-2017,Moneycontrol.com,Should minority shareholders be excited about the new Infosys boss?  
2.11 pm , 04-12-2017,CNBC-TV18,"Underweight on largecap IT; have sell rating on Wipro, Infosys & TCS: Karan Taurani  "
11.09 am , 04-12-2017,CNBC-TV18,Salil Parekh's appointment is a positive development for Infosys: Expert  
9.50 am , 04-12-2017,Moneycontrol.com,Infosys rallies as Board appoints new CEO & MD Salil Parekh  could rally up to 15% in 1 year 
7.16 am , 04-12-2017,Moneycontrol.com,News highlights of the day: Fitch Ratings cuts India FY18 growth forecast to 6.7%  
7.47 pm , 03-12-2017,PTI,"Salil Parekh right choice for top job at Infosys, say IT experts  "
10.50 am , 03-12-2017,Moneycontrol.com,Infosys stock could open 2-4% higher Monday on appointment of new CEO & MD Salil Parekh  
6.24 pm , 12-01-2018,PTI,Infosys to release future roadmap in April: CEO Salil Parekh  
4.44 pm , 12-01-2018,Moneycontrol.com,Buy Infosys  target of Rs 1150: JM Financial 
4.32 pm , 12-01-2018,Moneycontrol.com,Buy Infosys  target of Rs 1265: Edelweiss 
3.48 pm , 12-01-2018,Moneycontrol.com,"Infosys Q3 profit jumps 38% on tax reversal; maintains FY18 revenue, EBIT margin guidance  "
2.51 pm , 12-01-2018,CNBC-TV18,"Hold Infosys, says Avinnash Gorakssakar  "
7.58 am , 12-01-2018,Moneycontrol.com,"Stocks in the news: TCS, Infosys, Shree Cements, SBI, Indiabulls Real Estate, Tata Global Beverage, Dredging Corp  "
9.35 pm , 11-01-2018,Moneycontrol.com,"News highlights of the day: Fingerprint, iris data in Aadhaar are safe, secure: Ravi Shankar Prasad  "
12.49 pm , 11-01-2018,CNBC-TV18,Infosys to announce Q3 earnings on Friday  here are 5 key things to watch out 
2.30 pm , 10-01-2018,Moneycontrol.com,Analysts rating mixed on Infosys but are positive post APA agreement with US IRS  
11.20 am , 10-01-2018,Moneycontrol.com,"News highlights of the day: A Raja slams Manmohan Singh, calls Vinod Rai 'sutradhaar' of 2G case  "
10.40 am , 10-01-2018,CNBC-TV18,"Buy, Sell, Hold: 6 stocks and 2 sectors on analysts radar on January 10  "
8.06 am , 10-01-2018,Moneycontrol.com,"Stocks in the news: Infosys, GAIL, Apollo Tyres, SAIL, Rel Infra, Motherson, Axis Bank  "
7.46 am , 10-01-2018,PTI,"Infosys signs APA with US, gets $225 mn tax reversal  "
4.05 pm , 09-01-2018,Moneycontrol.com,Buy Infosys  target of Rs 1200: Motilal Oswal 
9.58 am , 09-01-2018,CNBC-TV18,"Buy Infosys, DHFL, Interglobe Aviation, M&M;, South Indian Bank; sell Andhra Bank: Sudarshan Sukhani  "
11.39 am , 08-01-2018,Moneycontrol.com,CLSA raises target price on Infosys ahead of Q3 results to Rs 1230  sees 21% upside 
8.45 pm , 04-01-2018,Moneycontrol.com,News highlights of the day: BSE & NSE ask members to trade cautiously in 200 illiquid stocks  
3.52 pm , 04-01-2018,Moneycontrol.com,Infosys Partners with ValGenesis to further enable digitisation in Life Sciences  
9.05 am , 04-01-2018,PTI,Infosys CEO Salil Parekh will be paid a fixed salary of Rs 6.5 crores  
4.16 pm , 03-01-2018,Moneycontrol.com,New Infosys CEO Salil Parekh's challenges and his message to employees  
9.49 am , 25-01-2018,Moneycontrol.com,No high beta but quality to lead rally in 2018  10 stocks which can give up to 37% return 
12.22 pm , 24-01-2018,CNBC-TV18,"Buy Infosys, TCS, Mphasis, Polaris, Tata Elxsi, Mindtree; sell Bharti Airtel: Ashwani Gujral  "
7.27 pm , 22-01-2018,Moneycontrol.com,News highlights of the day: 'India's Osama' mastermind of 2008 Gujarat blasts arrested  
2.59 pm , 22-01-2018,PTI,Startups will flourish if regulations are eased: V Balakrishnan  
2.48 pm , 22-01-2018,PTI,Infosys selected as tech partner by A S Watson Group  
3.15 pm , 17-01-2018,PTI,Winning large deals key for IT companies in 2018: V Balakrishnan  
11.30 am , 17-01-2018,PTI,"IT shares surge higher; TCS, Infosys, HCL Tech touch 52-week high  "
10.25 am , 17-01-2018,CNBC-TV18,"Sell PNB, HPCL; buy Hexaware, Infosys, Jubilant Foodworks, Sun Pharma: Sudarshan Sukhani  "
12.18 pm , 16-01-2018,Moneycontrol.com,News highlights of the day: AirAsia India says no plans to look at Air India stake  
5.53 pm , 15-01-2018,Moneycontrol.com,Hold Infosys  target of Rs 1110: ICICI Direct 
5.45 pm , 15-01-2018,Moneycontrol.com,Accumulate Infosys  target of Rs 1187: KR Choksey 
4.28 pm , 15-01-2018,Moneycontrol.com,Buy Infosys  target of Rs 1240: Reliance Securities 
3.37 pm , 15-01-2018,Moneycontrol.com,Buy Infosys  target of Rs 1220: Prabhudas Lilladher 
2.11 pm , 15-01-2018,Moneycontrol.com,News highlights of the day: AirAsia India to resume Chennai operations from next month  
11.23 am , 15-01-2018,CNBC-TV18,Continue to be cautious on Infosys  target at Rs 1060: Elara 
7.27 pm , 13-01-2018,Moneycontrol.com,"Salil Parekh congratulates Infoscions on strong Q3, asks them to stay focused  "
7.27 pm , 13-01-2018,Moneycontrol.com,"Salil Parekh congratulates Infoscions on strong Q3, asks them to stay focused  "
5.41 pm , 13-01-2018,Moneycontrol.com,Accumulate Infosys  target of Rs 1238: Arihant Capital 
9.41 pm , 12-01-2018,PTI,Digital now a critical element of the market: Infosys CEO  
6.33 pm , 12-01-2018,Moneycontrol.com,Buy Infosys  target of Rs 1250: Motilal Oswal 
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
,,,  
